Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
BSNL,Indoor,2G,1,Poor Network,26.91465213,75.77388733,Rajasthan
RJio,Travelling,4G,4,Satisfactory,25.12882676,73.22018314,Rajasthan
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
Idea,Indoor,Unknown,1,Call Dropped,18.58483958,73.73006695,Maharashtra
RJio,Indoor,4G,5,Satisfactory,28.5468264,77.2154207,NCT
RJio,Travelling,4G,4,Satisfactory,22.35726064,82.6195013,Chhattisgarh
RJio,Travelling,4G,2,Call Dropped,22.35726064,82.6195013,Chhattisgarh
Airtel,Indoor,Unknown,5,Satisfactory,16.77921914,81.32272543,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9909802,77.5495821,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,18.5513938,73.7913376,Maharashtra
RJio,Travelling,4G,5,Satisfactory,22.58977961,88.39502755,West Bengal
Idea,Indoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.20959157,73.18595227,Maharashtra
BSNL,Indoor,3G,1,Poor Network,26.91465213,75.77388733,Rajasthan
Idea,Outdoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Indoor,4G,4,Satisfactory,12.9909802,77.5495821,Karnataka
RJio,Indoor,4G,4,Satisfactory,28.9424356,77.71882584,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,-1,-1,
Airtel,Indoor,3G,2,Poor Network,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,24.83115832,92.80211075,Assam
BSNL,Indoor,2G,5,Satisfactory,24.82655542,92.79981119,Assam
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Outdoor,3G,2,Poor Network,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Outdoor,3G,2,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,18.54764223,73.94274913,Maharashtra
Airtel,Travelling,Unknown,4,Satisfactory,28.5100839,77.0853474,Haryana
Idea,Indoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Travelling,4G,3,Satisfactory,19.20959157,73.18595227,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.42992858,78.52598912,Telangana
BSNL,Indoor,2G,1,Poor Network,26.91465213,75.77388733,Rajasthan
Airtel,Outdoor,4G,1,Call Dropped,17.0046248,81.7681501,Andhra Pradesh
Airtel,Outdoor,3G,2,Call Dropped,17.0045645,81.7681981,Andhra Pradesh
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,16.77921914,81.32272543,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,22.59179164,88.39390775,West Bengal
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,3,Poor Network,20.84264688,85.13222629,Odisha
RJio,Travelling,4G,5,Satisfactory,20.19726197,85.70124931,Odisha
BSNL,Outdoor,Unknown,5,Satisfactory,13.01558167,77.504195,Karnataka
Vodafone,Travelling,4G,5,Satisfactory,21.1855311,72.853948,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Idea,Travelling,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,21.6531701,73.0189429,Gujarat
RJio,Outdoor,4G,5,Satisfactory,21.6531701,73.0189429,Gujarat
Airtel,Outdoor,4G,5,Satisfactory,12.9871079,77.5948128,Karnataka
BSNL,Indoor,Unknown,4,Satisfactory,17.71531527,83.29950936,Andhra Pradesh
Airtel,Travelling,3G,5,Satisfactory,19.181075,83.01579833,Odisha
Airtel,Indoor,4G,1,Satisfactory,28.57415333,77.19062667,NCT
RJio,Travelling,4G,4,Satisfactory,-1,-1,
Vodafone,Travelling,Unknown,3,Poor Network,26.3159325,79.93902657,Uttar Pradesh
Airtel,Travelling,3G,4,Satisfactory,30.59971833,76.70119667,Punjab
Airtel,Indoor,3G,5,Satisfactory,17.38503923,78.49019989,Telangana
RJio,Outdoor,4G,5,Satisfactory,22.5802336,88.3559195,West Bengal
RJio,Indoor,4G,5,Satisfactory,20.2416635,85.84134,Odisha
RJio,Indoor,4G,1,Poor Network,18.9416442,72.8342143,Maharashtra
Idea,Travelling,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
Airtel,Indoor,4G,2,Poor Network,-1,-1,
RJio,Indoor,4G,4,Satisfactory,12.935338,77.6125414,Karnataka
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,3G,3,Satisfactory,28.5104975,77.4101275,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Vodafone,Outdoor,3G,3,Satisfactory,22.8020245,70.8140185,Gujarat
RJio,Travelling,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,1,Poor Network,-1,-1,
Airtel,Indoor,4G,2,Call Dropped,-1,-1,
RJio,Indoor,4G,4,Satisfactory,22.4717537,88.3981598,West Bengal
Vodafone,Outdoor,3G,3,Satisfactory,28.6359509,77.34377,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.6359509,77.34377,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.56117283,77.47909963,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.56117283,77.47909963,Uttar Pradesh
Vodafone,Outdoor,4G,3,Satisfactory,28.6392,77.3681107,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.63906338,77.36888984,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Network,22.7759865,86.2601704,Jharkhand
Airtel,Indoor,Unknown,3,Satisfactory,27.40158539,80.14500447,Uttar Pradesh
Idea,Indoor,3G,5,Satisfactory,18.4986253,73.823666,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,22.02434022,73.11740673,Gujarat
Vodafone,Indoor,4G,3,Poor Network,-1,-1,
Vodafone,Indoor,4G,3,Poor Network,-1,-1,
BSNL,Outdoor,Unknown,1,Poor Network,26.91465213,75.77388733,Rajasthan
RJio,Travelling,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,22.7759865,86.2601704,Jharkhand
RJio,Outdoor,4G,1,Poor Network,22.78667856,86.16596658,Jharkhand
RJio,Indoor,4G,1,Poor Network,22.78667856,86.16596658,Jharkhand
Airtel,Travelling,3G,4,Satisfactory,22.23523312,73.18824412,Gujarat
RJio,Indoor,4G,1,Poor Network,22.78667856,86.16596658,Jharkhand
RJio,Outdoor,4G,1,Poor Network,22.77680067,86.260611,Jharkhand
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Poor Network,22.77681546,86.26057185,Jharkhand
RJio,Indoor,4G,2,Poor Network,22.77695087,86.26064307,Jharkhand
RJio,Indoor,4G,4,Satisfactory,12.9911054,77.5494833,Karnataka
Airtel,Travelling,4G,4,Satisfactory,13.48295375,77.22771705,Karnataka
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,22.4717537,88.3981598,West Bengal
Airtel,Indoor,3G,5,Satisfactory,17.4411422,78.4438271,Telangana
RJio,Outdoor,4G,3,Poor Network,22.77602161,86.26015368,Jharkhand
RJio,Indoor,4G,2,Poor Network,28.52103182,77.08110622,Haryana
RJio,Indoor,4G,5,Satisfactory,21.1385479,79.0827899,Maharashtra
RJio,Indoor,4G,4,Satisfactory,12.9911054,77.5494833,Karnataka
Idea,Indoor,Unknown,3,Call Dropped,-1,-1,
Vodafone,Outdoor,3G,4,Satisfactory,28.64847751,77.21782599,NCT
RJio,Outdoor,4G,4,Satisfactory,0,0,
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,22.4717537,88.3981598,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,18.54764223,73.94274913,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,-1,-1,
BSNL,Outdoor,2G,1,Poor Network,26.91465213,75.77388733,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Vodafone,Outdoor,3G,1,Call Dropped,20.6091123,72.9208868,Gujarat
Vodafone,Indoor,3G,1,Poor Network,20.6095598,72.9209441,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,12.9911779,77.549563,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Vodafone,Outdoor,3G,5,Satisfactory,17.38495904,78.47671522,Telangana
Vodafone,Outdoor,4G,1,Call Dropped,28.62409118,77.24336095,NCT
RJio,Indoor,4G,4,Satisfactory,26.02600968,89.97884492,Assam
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Outdoor,4G,1,Poor Network,22.62107667,88.393725,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,19.18339342,72.99387301,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,21.1394547,79.0597397,Maharashtra
BSNL,Indoor,Unknown,2,Satisfactory,26.84913992,80.95708145,Uttar Pradesh
Airtel,Travelling,3G,1,Poor Network,17.00464453,81.76812963,Andhra Pradesh
BSNL,Indoor,Unknown,1,Call Dropped,26.84913992,80.95708145,Uttar Pradesh
Vodafone,Outdoor,4G,2,Call Dropped,28.63714145,77.23032877,NCT
Idea,Travelling,Unknown,1,Poor Network,28.65596667,77.15086167,NCT
Vodafone,Indoor,Unknown,4,Satisfactory,22.16929909,73.35012644,Gujarat
Idea,Travelling,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
Idea,Outdoor,Unknown,3,Poor Network,31.01786279,77.06737305,Himachal Pradesh
Vodafone,Indoor,3G,1,Poor Network,28.6363177,77.2313956,NCT
BSNL,Indoor,3G,1,Poor Network,26.91822613,75.7322068,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Satisfactory,31.7482079,75.7345633,Punjab
RJio,Indoor,4G,5,Satisfactory,20.19726197,85.70124931,Odisha
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,3,Satisfactory,23.58027356,87.27745238,West Bengal
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
BSNL,Indoor,2G,5,Satisfactory,24.75004638,92.79503887,Assam
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,31.7476663,75.734999,Punjab
RJio,Indoor,4G,4,Satisfactory,19.8417799,75.2287678,Maharashtra
RJio,Indoor,4G,3,Poor Network,26.01815818,89.98500285,Assam
RJio,Indoor,4G,5,Satisfactory,18.5478901,73.9426777,Maharashtra
RJio,Indoor,4G,1,Satisfactory,27.61287918,75.14029742,Rajasthan
RJio,Indoor,4G,4,Satisfactory,23.25677601,77.3929186,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,23.25677601,77.3929186,Madhya Pradesh
BSNL,Outdoor,3G,2,Satisfactory,26.91822613,75.7322068,Rajasthan
Airtel,Outdoor,4G,1,Poor Network,17.0044847,81.7691797,Andhra Pradesh
Airtel,Outdoor,3G,1,Call Dropped,17.0046572,81.7686159,Andhra Pradesh
Airtel,Outdoor,3G,1,Poor Network,17.0044909,81.7691361,Andhra Pradesh
Airtel,Outdoor,Unknown,5,Satisfactory,22.61697921,75.59590297,Madhya Pradesh
Airtel,Outdoor,3G,1,Poor Network,17.0044927,81.7691373,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,31.7478982,75.7349692,Punjab
Vodafone,Indoor,2G,2,Call Dropped,28.3655198,76.892228,Haryana
RJio,Travelling,4G,5,Satisfactory,28.48748246,77.07625072,Haryana
Idea,Indoor,4G,4,Satisfactory,19.17578964,72.85856404,Maharashtra
Idea,Indoor,4G,4,Satisfactory,19.17578964,72.85856404,Maharashtra
Tata,Indoor,Unknown,4,Satisfactory,22.9844573,72.60624476,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,17.3825752,78.479758,Telangana
Idea,Outdoor,3G,4,Satisfactory,19.4173035,72.8177063,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,17.42914961,78.54022685,Telangana
RJio,Indoor,4G,4,Satisfactory,26.73509413,88.40727818,West Bengal
RJio,Outdoor,4G,1,Poor Network,20.82302881,85.28414566,Odisha
BSNL,Indoor,Unknown,5,Satisfactory,17.71530811,83.29957077,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.71530811,83.29957077,Andhra Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,17.71530811,83.29957077,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.71530811,83.29957077,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,17.4526629,78.3632413,Telangana
RJio,Indoor,4G,5,Satisfactory,18.5479017,73.9426057,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,-1,-1,
Airtel,Travelling,4G,4,Satisfactory,26.839429,89.3871873,Chhukha
Idea,Outdoor,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
Idea,Outdoor,Unknown,1,Call Dropped,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Idea,Indoor,2G,1,Call Dropped,20.67268247,78.67121714,Maharashtra
Idea,Indoor,Unknown,1,Call Dropped,12.9973974,77.7514553,Karnataka
Vodafone,Indoor,3G,4,Satisfactory,23.80759833,87.80589167,West Bengal
Vodafone,Indoor,3G,3,Satisfactory,23.80759833,87.80589167,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.80759833,87.80589167,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.80759833,87.80589167,West Bengal
RJio,Outdoor,4G,3,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,22.19696424,73.3211963,Gujarat
RJio,Outdoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,4G,1,Poor Network,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,22.2493821,73.205254,Gujarat
RJio,Indoor,4G,5,Satisfactory,28.6234016,77.0555624,NCT
Airtel,Outdoor,3G,5,Satisfactory,26.147935,87.83208167,Bihar
BSNL,Indoor,Unknown,4,Satisfactory,13.04186833,77.59057833,Karnataka
RJio,Indoor,4G,4,Satisfactory,28.4679105,77.08099475,Haryana
RJio,Outdoor,4G,4,Satisfactory,28.4915238,77.3147127,Haryana
Airtel,Indoor,4G,3,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,23.01157605,72.52350024,Gujarat
RJio,Indoor,4G,5,Satisfactory,22.4817677,70.0599628,Gujarat
RJio,Indoor,4G,4,Satisfactory,12.9911806,77.5495691,Karnataka
RJio,Indoor,4G,5,Satisfactory,11.3656331,77.74836155,Tamil Nadu
Vodafone,Indoor,Unknown,4,Satisfactory,19.14000654,72.86151913,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.4717537,88.3981598,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,26.7720483,75.8484969,Rajasthan
Airtel,Indoor,Unknown,1,Satisfactory,26.80229102,75.83086336,Rajasthan
Airtel,Indoor,Unknown,1,Poor Network,26.7720944,75.8484802,Rajasthan
Airtel,Travelling,4G,5,Satisfactory,19.181925,83.01710667,Odisha
RJio,Indoor,4G,3,Poor Network,28.5959583,77.3993672,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5990258,77.4014358,Uttar Pradesh
Airtel,Indoor,4G,3,Poor Network,-1,-1,
Airtel,Indoor,Unknown,2,Call Dropped,25.41106474,81.84405392,Uttar Pradesh
RJio,Indoor,4G,1,Poor Network,16.5190065,80.6638947,Andhra Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,11.10769381,77.00366752,Tamil Nadu
Airtel,Outdoor,Unknown,4,Satisfactory,25.41816546,81.85077734,Uttar Pradesh
RJio,Indoor,4G,2,Call Dropped,28.6791661,77.3577394,Uttar Pradesh
Airtel,Indoor,3G,4,Satisfactory,13.02951799,80.20900175,Tamil Nadu
Vodafone,Indoor,Unknown,3,Satisfactory,19.2079843,72.9559359,Maharashtra
Airtel,Outdoor,Unknown,1,Satisfactory,17.3825752,78.479758,Telangana
Airtel,Travelling,4G,4,Satisfactory,19.181925,83.01710667,Odisha
Idea,Indoor,2G,5,Satisfactory,18.4986253,73.823666,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,15.4957837,80.0536669,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.495869,80.0515814,Andhra Pradesh
RJio,Indoor,4G,3,Call Dropped,15.495869,80.0515814,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.495869,80.0515814,Andhra Pradesh
BSNL,Indoor,2G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Call Dropped,15.4958251,80.0516268,Andhra Pradesh
RJio,Travelling,4G,2,Poor Network,28.52103182,77.08110622,Haryana
RJio,Indoor,4G,4,Satisfactory,20.0038287,85.6444814,Odisha
Airtel,Indoor,3G,4,Satisfactory,13.02951799,80.20900175,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,18.547878,73.9426713,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Vodafone,Travelling,4G,2,Poor Network,15.52618797,73.83425663,Goa
BSNL,Indoor,Unknown,4,Satisfactory,13.04186833,77.59057833,Karnataka
Airtel,Indoor,4G,5,Satisfactory,21.14341374,79.0810994,Maharashtra
Idea,Travelling,4G,4,Satisfactory,18.73198703,73.63448009,Maharashtra
RJio,Indoor,4G,1,Call Dropped,19.0645067,72.9968467,Maharashtra
RJio,Indoor,4G,3,Satisfactory,26.73521433,88.40696588,West Bengal
Idea,Indoor,4G,4,Satisfactory,19.17578964,72.85856404,Maharashtra
Idea,Travelling,3G,4,Satisfactory,19.4173035,72.8177063,Maharashtra
RJio,Indoor,4G,1,Call Dropped,19.0645067,72.9968467,Maharashtra
RJio,Outdoor,4G,3,Poor Network,20.27203062,85.79511243,Odisha
Vodafone,Outdoor,4G,1,Poor Network,25.149582,82.5579771,Uttar Pradesh
Vodafone,Outdoor,3G,1,Call Dropped,25.149582,82.5579771,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.149582,82.5579771,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.1500751,82.5458064,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.1663167,82.5464826,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.1659483,82.5464826,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.1659483,82.5464826,Uttar Pradesh
Vodafone,Outdoor,3G,1,Poor Network,25.1479387,82.5545966,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,13.02951799,80.20900175,Tamil Nadu
Airtel,Outdoor,4G,3,Satisfactory,28.55981738,77.05927181,Haryana
Vodafone,Indoor,Unknown,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.57033549,77.16657406,NCT
RJio,Indoor,4G,5,Satisfactory,28.57033549,77.16657406,NCT
Vodafone,Indoor,Unknown,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.62370734,77.21156618,NCT
RJio,Indoor,4G,5,Satisfactory,28.57033549,77.16657406,NCT
RJio,Indoor,4G,5,Satisfactory,28.57033549,77.16657406,NCT
RJio,Indoor,4G,5,Satisfactory,28.5704395,77.1666039,NCT
Airtel,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,Unknown,5,Satisfactory,22.78942722,86.23498504,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,4,Satisfactory,13.02951799,80.20900175,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,20.28436874,85.80876918,Odisha
Airtel,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,18.5479104,73.9425697,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.141344,79.107749,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.141344,79.107749,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.202415,72.9780151,Maharashtra
RJio,Indoor,4G,2,Satisfactory,21.21055672,72.84438578,Gujarat
Idea,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,2,Satisfactory,18.28845833,83.85407833,Andhra Pradesh
BSNL,Indoor,3G,1,Call Dropped,18.28845833,83.85407833,Andhra Pradesh
BSNL,Indoor,2G,3,Satisfactory,18.28898833,83.85470833,Andhra Pradesh
BSNL,Indoor,2G,2,Call Dropped,18.28898833,83.85470833,Andhra Pradesh
BSNL,Indoor,3G,2,Satisfactory,18.28891833,83.854865,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,21.17155798,79.10105264,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,21.17155798,79.10105264,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,32.11206074,76.53112078,Himachal Pradesh
Airtel,Indoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,-1,-1,
Airtel,Indoor,4G,2,Satisfactory,-1,-1,
Airtel,Indoor,4G,2,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,20.30957712,85.81943791,Odisha
Airtel,Travelling,3G,1,Poor Network,17.0052722,81.7689156,Andhra Pradesh
Idea,Indoor,3G,5,Satisfactory,18.4986274,73.8236639,Maharashtra
Airtel,Travelling,3G,2,Poor Network,-1,-1,
RJio,Indoor,4G,3,Poor Network,26.01815818,89.98500285,Assam
RJio,Indoor,4G,5,Satisfactory,19.2024875,72.9780693,Maharashtra
Vodafone,Indoor,Unknown,5,Satisfactory,-1,-1,
Idea,Indoor,4G,4,Satisfactory,19.4189573,72.8017386,Maharashtra
Idea,Outdoor,Unknown,4,Satisfactory,19.4176664,72.818123,Maharashtra
Idea,Indoor,Unknown,4,Satisfactory,19.4176664,72.818123,Maharashtra
Idea,Indoor,Unknown,4,Satisfactory,19.4176664,72.818123,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,28.57312667,77.19178167,NCT
Vodafone,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,18.49535979,73.81341519,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,19.227642,72.8552533,Maharashtra
Airtel,Outdoor,2G,5,Satisfactory,13.1008359,80.1691338,Tamil Nadu
Airtel,Indoor,2G,3,Poor Network,13.146307,80.2948296,Tamil Nadu
RJio,Indoor,4G,1,Call Dropped,-1,-1,
RJio,Travelling,4G,5,Satisfactory,22.9466007,88.18005942,West Bengal
Idea,Outdoor,4G,1,Poor Network,19.17578964,72.85856404,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,20.66819921,75.3507313,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,26.73521433,88.40696588,West Bengal
RJio,Outdoor,4G,4,Satisfactory,20.26311599,85.79894155,Odisha
RJio,Indoor,4G,4,Satisfactory,19.0524896,72.9095544,Maharashtra
RJio,Indoor,4G,5,Satisfactory,11.3656331,77.74836155,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,20.71681451,81.5501025,Chhattisgarh
BSNL,Indoor,2G,5,Satisfactory,24.75004638,92.79503887,Assam
RJio,Outdoor,4G,5,Satisfactory,26.10909856,91.6166753,Assam
Vodafone,Indoor,3G,4,Satisfactory,23.807565,87.80595167,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.807565,87.80595167,West Bengal
RJio,Indoor,4G,1,Call Dropped,28.57623626,77.25505923,NCT
RJio,Outdoor,4G,5,Satisfactory,21.17687945,72.83945672,Gujarat
RJio,Indoor,4G,4,Satisfactory,25.15124724,73.12511813,Rajasthan
RJio,Indoor,4G,5,Satisfactory,17.71530811,83.29957077,Andhra Pradesh
BSNL,Indoor,Unknown,1,Call Dropped,24.10643378,82.72485632,Madhya Pradesh
Airtel,Outdoor,2G,1,Call Dropped,24.10643378,82.72485632,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,3G,3,Poor Network,23.8203439,86.4723258,Jharkhand
Airtel,Indoor,4G,1,Poor Network,23.8203439,86.4723258,Jharkhand
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Satisfactory,28.52912167,77.21068333,NCT
RJio,Outdoor,4G,4,Satisfactory,19.8374219,75.2536793,Maharashtra
BSNL,Indoor,3G,2,Poor Network,22.78614,86.168285,Jharkhand
BSNL,Outdoor,3G,2,Poor Network,22.78614,86.168285,Jharkhand
BSNL,Indoor,2G,2,Poor Network,22.78614,86.168285,Jharkhand
BSNL,Indoor,3G,2,Poor Network,22.786255,86.16823167,Jharkhand
BSNL,Outdoor,3G,2,Call Dropped,22.786255,86.16823167,Jharkhand
RJio,Travelling,4G,1,Call Dropped,17.0606411,74.2718611,Maharashtra
RJio,Travelling,4G,1,Poor Network,17.0606411,74.2718611,Maharashtra
RJio,Outdoor,4G,1,Poor Network,17.0606411,74.2718611,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.0606411,74.2718611,Maharashtra
RJio,Indoor,4G,4,Satisfactory,13.11629869,80.28919603,Tamil Nadu
Idea,Indoor,Unknown,1,Poor Network,-1,-1,
